 variables= "x","y","input","result"
 zone I = 128 J = 128 F=POINT
     -0.100000000000000000E+01     -0.100000000000000000E+01     -0.320637486875057567E-01      0.651359779502294761E-01
     -0.984375000000000000E+00     -0.100000000000000000E+01     -0.320637486875056874E-01      0.651185254993096457E-01
     -0.968750000000000000E+00     -0.100000000000000000E+01     -0.320637486875057151E-01      0.650662039678549520E-01
     -0.953125000000000000E+00     -0.100000000000000000E+01     -0.320637486875056804E-01      0.649791207917864710E-01
     -0.937500000000000000E+00     -0.100000000000000000E+01     -0.320637486875056804E-01      0.648574549372125664E-01
     -0.921875000000000000E+00     -0.100000000000000000E+01     -0.320637486875057012E-01      0.647014567582346184E-01
     -0.906250000000000000E+00     -0.100000000000000000E+01     -0.320637486875057359E-01      0.645114477947809073E-01
     -0.890625000000000000E+00     -0.100000000000000000E+01     -0.320637486875057082E-01      0.642878205074140507E-01
     -0.875000000000000000E+00     -0.100000000000000000E+01     -0.320637486875057290E-01      0.640310379452356249E-01
     -0.859375000000000000E+00     -0.100000000000000000E+01     -0.320637486875057151E-01      0.637416333422349546E-01
     -0.843750000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.634202096366977969E-01
     -0.828125000000000000E+00     -0.100000000000000000E+01     -0.320637486875057012E-01      0.630674389076210512E-01
     -0.812500000000000000E+00     -0.100000000000000000E+01     -0.320637486875057567E-01      0.626840617214752122E-01
     -0.796875000000000000E+00     -0.100000000000000000E+01     -0.320637486875057567E-01      0.622708863821305678E-01
     -0.781250000000000000E+00     -0.100000000000000000E+01     -0.320637486875057498E-01      0.618287880763188497E-01
     -0.765625000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.613587079066559987E-01
     -0.750000000000000000E+00     -0.100000000000000000E+01     -0.320637486875057637E-01      0.608616518040009727E-01
     -0.734375000000000000E+00     -0.100000000000000000E+01     -0.320637486875057567E-01      0.603386893107889649E-01
     -0.718750000000000000E+00     -0.100000000000000000E+01     -0.320637486875057567E-01      0.597909522269504251E-01
     -0.703125000000000000E+00     -0.100000000000000000E+01     -0.320637486875057359E-01      0.592196331101264711E-01
     -0.687500000000000000E+00     -0.100000000000000000E+01     -0.320637486875057637E-01      0.586259836221109942E-01
     -0.671875000000000000E+00     -0.100000000000000000E+01     -0.320637486875057776E-01      0.580113127138025889E-01
     -0.656250000000000000E+00     -0.100000000000000000E+01     -0.320637486875057567E-01      0.573769846414314763E-01
     -0.640625000000000000E+00     -0.100000000000000000E+01     -0.320637486875057567E-01      0.567244168074418492E-01
     -0.625000000000000000E+00     -0.100000000000000000E+01     -0.320637486875057637E-01      0.560550774201568694E-01
     -0.609375000000000000E+00     -0.100000000000000000E+01     -0.320637486875057637E-01      0.553704829672293300E-01
     -0.593750000000000000E+00     -0.100000000000000000E+01     -0.320637486875057359E-01      0.546721954988826919E-01
     -0.578125000000000000E+00     -0.100000000000000000E+01     -0.320637486875057637E-01      0.539618197180673637E-01
     -0.562500000000000000E+00     -0.100000000000000000E+01     -0.320637486875057359E-01      0.532409998758895872E-01
     -0.546875000000000000E+00     -0.100000000000000000E+01     -0.320637486875057706E-01      0.525114164720043089E-01
     -0.531250000000000000E+00     -0.100000000000000000E+01     -0.320637486875057082E-01      0.517747827610894051E-01
     -0.515625000000000000E+00     -0.100000000000000000E+01     -0.320637486875057012E-01      0.510328410680215422E-01
     -0.500000000000000000E+00     -0.100000000000000000E+01     -0.320637486875057498E-01      0.502873589159414103E-01
     -0.484375000000000000E+00     -0.100000000000000000E+01     -0.320637486875057429E-01      0.495401249730123422E-01
     -0.468750000000000000E+00     -0.100000000000000000E+01     -0.320637486875056735E-01      0.487929448253225095E-01
     -0.453125000000000000E+00     -0.100000000000000000E+01     -0.320637486875057359E-01      0.480476365850425469E-01
     -0.437500000000000000E+00     -0.100000000000000000E+01     -0.320637486875057498E-01      0.473060263446063306E-01
     -0.421875000000000000E+00     -0.100000000000000000E+01     -0.320637486875057359E-01      0.465699434893166592E-01
     -0.406250000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.458412158823683288E-01
     -0.390625000000000000E+00     -0.100000000000000000E+01     -0.320637486875057012E-01      0.451216649378132217E-01
     -0.375000000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.444131005984437915E-01
     -0.359375000000000000E+00     -0.100000000000000000E+01     -0.320637486875057151E-01      0.437173162369292254E-01
     -0.343750000000000000E+00     -0.100000000000000000E+01     -0.320637486875057012E-01      0.430360834997839531E-01
     -0.328125000000000000E+00     -0.100000000000000000E+01     -0.320637486875056943E-01      0.423711471148657537E-01
     -0.312500000000000000E+00     -0.100000000000000000E+01     -0.320637486875056943E-01      0.417242196840803339E-01
     -0.296875000000000000E+00     -0.100000000000000000E+01     -0.320637486875057359E-01      0.410969764837939011E-01
     -0.281250000000000000E+00     -0.100000000000000000E+01     -0.320637486875056804E-01      0.404910502961211213E-01
     -0.265625000000000000E+00     -0.100000000000000000E+01     -0.320637486875056804E-01      0.399080262947482528E-01
     -0.250000000000000000E+00     -0.100000000000000000E+01     -0.320637486875056804E-01      0.393494370092701343E-01
     -0.234375000000000000E+00     -0.100000000000000000E+01     -0.320637486875056943E-01      0.388167573921568837E-01
     -0.218750000000000000E+00     -0.100000000000000000E+01     -0.320637486875056943E-01      0.383114000124211984E-01
     -0.203125000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.378347103998306622E-01
     -0.187500000000000000E+00     -0.100000000000000000E+01     -0.320637486875056665E-01      0.373879625630995915E-01
     -0.171875000000000000E+00     -0.100000000000000000E+01     -0.320637486875055833E-01      0.369723547049122664E-01
     -0.156250000000000000E+00     -0.100000000000000000E+01     -0.320637486875056665E-01      0.365890051558698109E-01
     -0.140625000000000000E+00     -0.100000000000000000E+01     -0.320637486875056665E-01      0.362389485485316992E-01
     -0.125000000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.359231322516428281E-01
     -0.109375000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.356424130834084724E-01
     -0.937500000000000000E-01     -0.100000000000000000E+01     -0.320637486875057220E-01      0.353975543213149724E-01
     -0.781250000000000000E-01     -0.100000000000000000E+01     -0.320637486875057220E-01      0.351892230244999493E-01
     -0.625000000000000000E-01     -0.100000000000000000E+01     -0.320637486875057220E-01      0.350179876830701287E-01
     -0.468750000000000000E-01     -0.100000000000000000E+01     -0.320637486875056665E-01      0.348843162070543999E-01
     -0.312500000000000000E-01     -0.100000000000000000E+01     -0.320637486875057776E-01      0.347885742658811947E-01
     -0.156250000000000000E-01     -0.100000000000000000E+01     -0.320637486875057220E-01      0.347310239873932780E-01
      0.000000000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.347118230234768899E-01
      0.156250000000000000E-01     -0.100000000000000000E+01     -0.320637486875057220E-01      0.347310239873933058E-01
      0.312500000000000000E-01     -0.100000000000000000E+01     -0.320637486875057220E-01      0.347885742658811947E-01
      0.468750000000000000E-01     -0.100000000000000000E+01     -0.320637486875057220E-01      0.348843162070543999E-01
      0.625000000000000000E-01     -0.100000000000000000E+01     -0.320637486875056665E-01      0.350179876830701009E-01
      0.781250000000000000E-01     -0.100000000000000000E+01     -0.320637486875057220E-01      0.351892230244999493E-01
      0.937500000000000000E-01     -0.100000000000000000E+01     -0.320637486875057220E-01      0.353975543213149446E-01
      0.109375000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.356424130834084446E-01
      0.125000000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.359231322516427726E-01
      0.140625000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.362389485485316853E-01
      0.156250000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.365890051558697693E-01
      0.171875000000000000E+00     -0.100000000000000000E+01     -0.320637486875056110E-01      0.369723547049122248E-01
      0.187500000000000000E+00     -0.100000000000000000E+01     -0.320637486875056665E-01      0.373879625630995222E-01
      0.203125000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.378347103998305789E-01
      0.218750000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.383114000124211151E-01
      0.234375000000000000E+00     -0.100000000000000000E+01     -0.320637486875057220E-01      0.388167573921568143E-01
      0.250000000000000000E+00     -0.100000000000000000E+01     -0.320637486875056943E-01      0.393494370092700649E-01
      0.265625000000000000E+00     -0.100000000000000000E+01     -0.320637486875057082E-01      0.399080262947481626E-01
      0.281250000000000000E+00     -0.100000000000000000E+01     -0.320637486875056804E-01      0.404910502961210311E-01
      0.296875000000000000E+00     -0.100000000000000000E+01     -0.320637486875057290E-01      0.410969764837937970E-01
      0.312500000000000000E+00     -0.100000000000000000E+01     -0.320637486875057012E-01      0.417242196840802368E-01
      0.328125000000000000E+00     -0.100000000000000000E+01     -0.320637486875056804E-01      0.423711471148656565E-01
      0.343750000000000000E+00     -0.100000000000000000E+01     -0.320637486875056804E-01      0.430360834997838490E-01
      0.359375000000000000E+00     -0.100000000000000000E+01     -0.320637486875056804E-01      0.437173162369291074E-01
      0.375000000000000000E+00     -0.100000000000000000E+01     -0.320637486875056665E-01      0.444131005984436597E-01
      0.390625000000000000E+00     -0.100000000000000000E+01     -0.320637486875056527E-01      0.451216649378130968E-01
      0.406250000000000000E+00     -0.100000000000000000E+01     -0.320637486875056180E-01      0.458412158823681762E-01
      0.421875000000000000E+00     -0.100000000000000000E+01     -0.320637486875056180E-01      0.465699434893165204E-01
      0.437500000000000000E+00     -0.100000000000000000E+01     -0.320637486875055555E-01      0.473060263446061779E-01
      0.453125000000000000E+00     -0.100000000000000000E+01     -0.320637486875055069E-01      0.480476365850423803E-01
      0.468750000000000000E+00     -0.100000000000000000E+01     -0.320637486875053751E-01      0.487929448253223291E-01
      0.484375000000000000E+00     -0.100000000000000000E+01     -0.320637486875052641E-01      0.495401249730121618E-01
      0.500000000000000000E+00     -0.100000000000000000E+01     -0.320637486875051114E-01      0.502873589159412160E-01
      0.515625000000000000E+00     -0.100000000000000000E+01     -0.320637486875048824E-01      0.510328410680213340E-01
      0.531250000000000000E+00     -0.100000000000000000E+01     -0.320637486875045494E-01      0.517747827610891900E-01
      0.546875000000000000E+00     -0.100000000000000000E+01     -0.320637486875042232E-01      0.525114164720040660E-01
      0.562500000000000000E+00     -0.100000000000000000E+01     -0.320637486875037445E-01      0.532409998758893166E-01
      0.578125000000000000E+00     -0.100000000000000000E+01     -0.320637486875030922E-01      0.539618197180671000E-01
      0.593750000000000000E+00     -0.100000000000000000E+01     -0.320637486875022942E-01      0.546721954988824144E-01
      0.609375000000000000E+00     -0.100000000000000000E+01     -0.320637486875013367E-01      0.553704829672290316E-01
      0.625000000000000000E+00     -0.100000000000000000E+01     -0.320637486875001640E-01      0.560550774201565433E-01
      0.640625000000000000E+00     -0.100000000000000000E+01     -0.320637486874986791E-01      0.567244168074415092E-01
      0.656250000000000000E+00     -0.100000000000000000E+01     -0.320637486874969443E-01      0.573769846414310947E-01
      0.671875000000000000E+00     -0.100000000000000000E+01     -0.320637486874948766E-01      0.580113127138022003E-01
      0.687500000000000000E+00     -0.100000000000000000E+01     -0.320637486874925035E-01      0.586259836221105710E-01
      0.703125000000000000E+00     -0.100000000000000000E+01     -0.320637486874897279E-01      0.592196331101260479E-01
      0.718750000000000000E+00     -0.100000000000000000E+01     -0.320637486874865152E-01      0.597909522269499533E-01
      0.734375000000000000E+00     -0.100000000000000000E+01     -0.320637486874829278E-01      0.603386893107884861E-01
      0.750000000000000000E+00     -0.100000000000000000E+01     -0.320637486874789795E-01      0.608616518040004523E-01
      0.765625000000000000E+00     -0.100000000000000000E+01     -0.320637486874745525E-01      0.613587079066554297E-01
      0.781250000000000000E+00     -0.100000000000000000E+01     -0.320637486874698271E-01      0.618287880763182807E-01
      0.796875000000000000E+00     -0.100000000000000000E+01     -0.320637486874647409E-01      0.622708863821299710E-01
      0.812500000000000000E+00     -0.100000000000000000E+01     -0.320637486874594049E-01      0.626840617214745877E-01
      0.828125000000000000E+00     -0.100000000000000000E+01     -0.320637486874538954E-01      0.630674389076203989E-01
      0.843750000000000000E+00     -0.100000000000000000E+01     -0.320637486874482958E-01      0.634202096366971724E-01
      0.859375000000000000E+00     -0.100000000000000000E+01     -0.320637486874426961E-01      0.637416333422343023E-01
      0.875000000000000000E+00     -0.100000000000000000E+01     -0.320637486874372907E-01      0.640310379452349587E-01
      0.890625000000000000E+00     -0.100000000000000000E+01     -0.320637486874320518E-01      0.642878205074133846E-01
      0.906250000000000000E+00     -0.100000000000000000E+01     -0.320637486874272362E-01      0.645114477947803244E-01
      0.921875000000000000E+00     -0.100000000000000000E+01     -0.320637486874228786E-01      0.647014567582340494E-01
      0.937500000000000000E+00     -0.100000000000000000E+01     -0.320637486874191663E-01      0.648574549372120390E-01
      0.953125000000000000E+00     -0.100000000000000000E+01     -0.320637486874161409E-01      0.649791207917860131E-01
      0.968750000000000000E+00     -0.100000000000000000E+01     -0.320637486874139482E-01      0.650662039678545912E-01
      0.984375000000000000E+00     -0.100000000000000000E+01     -0.320637486874125466E-01      0.651185254993094237E-01
     -0.100000000000000000E+01     -0.984375000000000000E+00     -0.320637486875057637E-01      0.651148071762914643E-01
     -0.984375000000000000E+00     -0.984375000000000000E+00     -0.320637486875057151E-01      0.651021435447624724E-01
     -0.968750000000000000E+00     -0.984375000000000000E+00     -0.320637486875057290E-01      0.650545717660977602E-01
     -0.953125000000000000E+00     -0.984375000000000000E+00     -0.320637486875056874E-01      0.649721960096975443E-01
     -0.937500000000000000E+00     -0.984375000000000000E+00     -0.320637486875056943E-01      0.648551918932731425E-01
     -0.921875000000000000E+00     -0.984375000000000000E+00     -0.320637486875057290E-01      0.647038062874046999E-01
     -0.906250000000000000E+00     -0.984375000000000000E+00     -0.320637486875057429E-01      0.645183570617630930E-01
     -0.890625000000000000E+00     -0.984375000000000000E+00     -0.320637486875057082E-01      0.642992327703431760E-01
     -0.875000000000000000E+00     -0.984375000000000000E+00     -0.320637486875057082E-01      0.640468922722413903E-01
     -0.859375000000000000E+00     -0.984375000000000000E+00     -0.320637486875057220E-01      0.637618642837410737E-01
